DATE,lat,lon,adm1_code,location_type
2026-04-21 00:45:00,27.8333,-81.717,USFL,2
2026-04-21 00:45:00,25.7743,-80.1937,USFL,3
2025-12-14 01:00:00,41.85,-87.6501,USIL,3
2025-12-14 01:00:00,40.3363,-89.0022,USIL,2
2025-11-28 23:30:00,38.468,-80.9696,USWV,2
2025-11-28 23:30:00,45.7326,-93.9196,USMN,2
2025-10-11 16:00:00,40.3363,-89.0022,USIL,2
2025-10-11 16:00:00,41.85,-87.6501,USIL,3
2025-10-11 16:00:00,31.106,-97.6475,USTX,2
2026-04-05 19:15:00,41.85,-87.6501,USIL,3
2025-12-18 02:00:00,42.1497,-74.9384,USNY,2
2025-12-18 02:00:00,35.7449,-86.7489,USTN,2
2025-12-18 02:30:00,33.7712,-111.388,USAZ,2
2025-12-18 02:30:00,31.8826,-112.816,USAZ,3
2025-12-18 21:00:00,27.8333,-81.717,USFL,2
2025-11-30 19:15:00,44.2394,-114.51,USID,2
2025-11-30 19:15:00,42.1497,-74.9384,USNY,2
2025-10-02 18:45:00,42.2373,-71.5314,USMA,2
2025-10-02 18:45:00,33.6001,-101.834,USTX,3
2025-10-02 18:45:00,40.0271,-122.123,USCA,3
2025-10-02 18:45:00,31.106,-97.6475,USTX,2
2025-10-02 18:45:00,36.17,-119.746,USCA,2
2025-10-24 23:15:00,36.0335,-78.8664,USNC,3
2025-10-24 23:15:00,36.17,-119.746,USCA,2
2025-10-24 23:15:00,35.6411,-79.8431,USNC,2
2025-10-24 23:15:00,33.2001,-96.5669,USTX,3
2025-10-24 23:15:00,31.106,-97.6475,USTX,2
2025-10-29 00:15:00,40.3363,-89.0022,USIL,2
2025-10-29 00:15:00,41.85,-87.6501,USIL,3
2025-10-29 00:15:00,42.1497,-74.9384,USNY,2
2025-11-16 23:15:00,35.2271,-80.8431,USNC,3
2025-11-16 23:15:00,35.2668,-80.8498,USNC,3
2025-11-16 23:15:00,41.85,-87.6501,USIL,3
2025-11-16 23:15:00,35.6411,-79.8431,USNC,2
2025-11-16 23:15:00,35.2062,-80.8336,USNC,3
2025-10-03 00:45:00,39.0724,-76.7902,USMD,2
2026-04-11 01:15:00,39.1157,-77.5636,USVA,3
2026-04-11 01:15:00,38.9559,-76.9455,USMD,3
2026-04-11 01:15:00,39.0724,-76.7902,USMD,2
2026-04-11 01:15:00,39.1638,-119.767,USNV,3
2026-04-11 01:15:00,32.7335,-94.9502,USTX,3
2026-04-11 01:15:00,37.768,-78.2057,USVA,2
2026-04-11 01:15:00,31.106,-97.6475,USTX,2
2026-04-11 01:15:00,40.5773,-77.264,USPA,2
2026-04-11 01:15:00,38.4199,-117.122,USNV,2
2026-04-11 01:15:00,41.3753,-80.5001,USPA,3
2026-04-14 23:00:00,27.8333,-81.717,USFL,2
2026-04-14 23:00:00,30.3569,-81.6315,USFL,3
2026-04-14 22:15:00,35.5835,-77.383,USNC,3
2026-04-14 22:15:00,27.8333,-81.717,USFL,2
2026-04-14 22:15:00,30.6669,-87.3333,USFL,3
2026-04-14 22:15:00,35.6411,-79.8431,USNC,2
2026-04-14 22:15:00,42.0006,-87.6581,USIL,3
2026-04-14 22:15:00,40.3363,-89.0022,USIL,2
2026-04-14 22:15:00,41.85,-87.6501,USIL,3
2025-12-04 20:45:00,32.7831,-96.8067,USTX,3
2025-12-04 20:45:00,42.1497,-74.9384,USNY,2
2025-12-04 20:45:00,41.85,-87.6501,USIL,3
2025-12-04 19:00:00,41.85,-87.6501,USIL,3
2025-12-04 19:00:00,42.1497,-74.9384,USNY,2
2026-04-17 07:00:00,42.0334,-87.7334,USIL,3
2026-04-17 07:00:00,43.4167,-88.7001,USWI,3
2026-04-17 07:00:00,44.2563,-89.6385,USWI,2
2026-04-17 07:00:00,40.3363,-89.0022,USIL,2
2026-04-17 07:00:00,41.85,-87.6501,USIL,3
2026-04-17 07:00:00,41.8334,-87.8501,USIL,3
2025-12-08 00:45:00,36.17,-119.746,USCA,2
2025-12-08 00:45:00,44.2394,-114.51,USID,2
2025-12-03 18:15:00,45.7326,-93.9196,USMN,2
2025-11-07 04:45:00,41.85,-87.6501,USIL,3
2025-11-07 04:45:00,34.0922,-118.225,USCA,3
2025-11-07 04:45:00,36.17,-119.746,USCA,2
2025-11-07 04:45:00,41.8767,-87.6248,USIL,3
2025-11-07 04:45:00,34.0522,-118.244,USCA,3
2025-12-28 19:00:00,42.2373,-71.5314,USMA,2
2025-12-28 19:00:00,42.334,-71.1048,USMA,3
2025-12-28 19:00:00,42.3584,-71.0598,USMA,3
